"DDETAG057","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R57C1",8,"DDE Tag057"
"DDETAG058","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R58C1",8,"DDE Tag058"
"DDETAG059","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R59C1",8,"DDE Tag059"
"DDETAG060","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R60C1",8,"DDE Tag060"
"DDETAG061","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R61C1",8,"DDE Tag061"
"DDETAG062","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R62C1",8,"DDE Tag062"
"DDETAG063","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R63C1",8,"DDE Tag063"
"DDETAG064","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R64C1",8,"DDE Tag064"
"DDETAG065","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R65C1",8,"DDE Tag065"
"DDETAG066","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R66C1",8,"DDE Tag066"
"DDETAG067","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R67C1",8,"DDE Tag067"
"DDETAG068","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R68C1",8,"DDE Tag068"
"DDETAG069","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R69C1",8,"DDE Tag069"
"DDETAG070","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R70C1",8,"DDE Tag070"
"DDETAG071","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R71C1",8,"DDE Tag071"
"DDETAG072","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R72C1",8,"DDE Tag072"
"DDETAG073","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R73C1",8,"DDE Tag073"
"DDETAG074","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R74C1",8,"DDE Tag074"
"DDETAG075","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R75C1",8,"DDE Tag075"
"DDETAG076","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R76C1",8,"DDE Tag076"
"DDETAG077","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R77C1",8,"DDE Tag077"
"DDETAG078","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R78C1",8,"DDE Tag078"
"DDETAG079","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R79C1",8,"DDE Tag079"
"DDETAG080","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R80C1",8,"DDE Tag080"
"DDETAG081","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R81C1",8,"DDE Tag081"
"DDETAG082","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R82C1",8,"DDE Tag082"
"DDETAG083","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R83C1",8,"DDE Tag083"
"DDETAG084","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R84C1",8,"DDE Tag084"
"DDETAG085","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R85C1",8,"DDE Tag085"
"DDETAG086","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R86C1",8,"DDE Tag086"
"DDETAG087","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R87C1",8,"DDE Tag087"
"DDETAG088","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R88C1",8,"DDE Tag088"
"DDETAG089","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R89C1",8,"DDE Tag089"
"DDETAG090","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R90C1",8,"DDE Tag090"
"DDETAG091","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R91C1",8,"DDE Tag091"
"DDETAG092","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R92C1",8,"DDE Tag092"
"DDETAG093","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R93C1",8,"DDE Tag093"
"DDETAG094","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R94C1",8,"DDE Tag094"
"DDETAG095","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R95C1",8,"DDE Tag095"
"DDETAG096","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R96C1",8,"DDE Tag096"
"DDETAG097","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R97C1",8,"DDE Tag097"
"DDETAG098","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R98C1",8,"DDE Tag098"
"DDETAG099","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R99C1",8,"DDE Tag099"
"DDETAG100","Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R100C1",8,"DDE Tag100"
